source,destination,cost,time(in hrs)
423,510,780,13
423,511,720,12
424,424,870,14.5
424,425,420,7
424,426,0,0
424,427,690,11.5
424,428,570,9.5
424,429,690,11.5
424,430,690,11.5
424,431,1080,18
424,432,780,13
424,433,720,12
424,434,1080,18
424,435,870,14.5
424,436,300,5
424,437,1080,18
424,438,150,2.5
424,439,570,9.5
424,440,390,6.5
424,441,390,6.5
424,442,750,12.5
424,443,30,0.5
424,444,840,14
424,445,300,5
424,446,150,2.5
424,447,0,0
424,448,300,5
424,449,840,14
424,450,450,7.5
424,451,330,5.5
424,452,210,3.5
424,453,150,2.5
424,454,90,1.5
424,455,510,8.5
424,456,360,6
424,457,540,9
424,458,1200,20
424,459,270,4.5
424,460,210,3.5
424,461,300,5
424,462,240,4
424,463,540,9
424,464,540,9
424,465,1140,19
424,466,570,9.5
424,467,690,11.5
424,468,840,14
424,469,270,4.5
424,470,1050,17.5
424,471,870,14.5
424,472,960,16
424,473,720,12
424,474,390,6.5
424,475,450,7.5
424,476,450,7.5
424,477,570,9.5
424,478,510,8.5
424,479,210,3.5
424,480,1440,24
424,481,1350,22.5
424,482,1350,22.5
424,483,1020,17
424,484,1350,22.5
424,485,540,9
424,486,180,3
424,487,780,13
424,488,780,13
424,489,960,16
424,490,600,10
424,491,630,10.5
424,492,390,6.5
424,493,510,8.5
424,494,120,2
424,495,570,9.5
424,496,1050,17.5
424,497,510,8.5
424,498,840,14
424,499,180,3
424,500,1110,18.5
424,501,1170,19.5
424,502,1080,18
424,503,1410,23.5
424,504,570,9.5
424,505,1200,20
424,506,240,4
424,507,690,11.5
424,508,1020,17
424,509,1020,17
424,510,780,13
424,511,720,12
425,425,1260,21
425,426,870,14.5
425,427,810,13.5
425,428,450,7.5
425,429,180,3
425,430,180,3
425,431,270,4.5
425,432,240,4
425,433,180,3
425,434,240,4
425,435,90,1.5
425,436,1020,17
425,437,1920,32
425,438,810,13.5
425,439,270,4.5
425,440,450,7.5
425,441,540,9
425,442,1380,23
425,443,840,14
425,444,180,3
425,445,960,16
425,446,780,13
425,447,870,14.5
425,448,630,10.5
425,449,1740,29
425,450,1290,21.5
425,451,510,8.5
425,452,630,10.5
425,453,900,15
425,454,960,16
425,455,1290,21.5
425,456,1020,17
425,457,1200,20
425,458,360,6
425,459,1020,17
425,460,990,16.5
425,461,1140,19
425,462,750,12.5
425,463,1200,20
425,464,810,13.5
425,465,300,5
425,466,420,7
425,467,180,3
425,468,1620,27
425,469,750,12.5
425,470,1830,30.5
425,471,1650,27.5
425,472,210,3.5
425,473,210,3.5
425,474,1050,17.5
425,475,1320,22
425,476,1320,22
425,477,1290,21.5
425,478,1230,20.5
425,479,960,16
425,480,600,10
425,481,540,9
425,482,540,9
425,483,180,3
425,484,540,9
425,485,1200,20
425,486,690,11.5
425,487,180,3
425,488,180,3
425,489,90,1.5
425,490,390,6.5
425,491,270,4.5
425,492,1140,19
425,493,360,6
425,494,810,13.5
425,495,450,7.5
425,496,1770,29.5
425,497,390,6.5
425,498,30,0.5
425,499,960,16
425,500,1830,30.5
425,501,330,5.5
425,502,270,4.5
425,503,660,11
425,504,450,7.5
425,505,780,13
425,506,840,14
425,507,180,3
425,508,1710,28.5
425,509,1770,29.5
425,510,570,9.5
425,511,150,2.5
426,426,420,7
426,427,1080,18
426,428,990,16.5
426,429,1140,19
426,430,1140,19
426,431,1500,25
426,432,1200,20
426,433,1140,19
426,434,1500,25
426,435,1290,21.5
426,436,330,5.5
426,437,630,10.5
426,438,570,9.5
426,439,990,16.5
426,440,810,13.5
426,441,810,13.5
426,442,540,9
426,443,450,7.5
426,444,1260,21
426,445,390,6.5
426,446,480,8
426,447,390,6.5
426,448,660,11
426,449,450,7.5
426,450,300,5
426,451,750,12.5
426,452,630,10.5
426,453,360,6
426,454,300,5
426,455,210,3.5
426,456,360,6
426,457,360,6
426,458,1620,27
426,459,270,4.5
426,460,270,4.5
426,461,120,2
426,462,510,8.5
426,463,390,6.5
426,464,900,15
426,465,1560,26
426,466,1020,17
426,467,1110,18.5
426,468,720,12
426,469,540,9
426,470,870,14.5
426,471,750,12.5
426,472,1410,23.5
426,473,1140,19
426,474,360,6
426,475,30,0.5
426,476,30,0.5
426,477,300,5
426,478,300,5
426,479,330,5.5
426,480,1860,31
426,481,1770,29.5
426,482,1770,29.5
426,483,1440,24
426,484,1770,29.5
426,485,390,6.5
426,486,570,9.5
426,487,1200,20
426,488,1200,20
426,489,1380,23
426,490,1020,17
426,491,1050,17.5
426,492,240,4
426,493,900,15
426,494,450,7.5
426,495,1020,17
426,496,690,11.5
426,497,900,15
426,498,1260,21
426,499,420,7
426,500,720,12
426,501,1590,26.5
426,502,1500,25
426,503,1860,31
426,504,990,16.5
426,505,1620,27
426,506,600,10
426,507,1110,18.5
426,508,690,11.5
426,509,660,11
426,510,1200,20
426,511,1140,19
427,427,690,11.5
427,428,570,9.5
427,429,690,11.5
427,430,690,11.5
427,431,1080,18
427,432,780,13
427,433,720,12
427,434,1080,18
427,435,870,14.5
427,436,300,5
427,437,1080,18
427,438,150,2.5
427,439,570,9.5
427,440,390,6.5
427,441,390,6.5
427,442,750,12.5
427,443,30,0.5
427,444,840,14
427,445,300,5
427,446,150,2.5
427,447,0,0
427,448,300,5
427,449,840,14
427,450,450,7.5
427,451,330,5.5
427,452,210,3.5
427,453,150,2.5
427,454,90,1.5
427,455,510,8.5
427,456,360,6
427,457,540,9
427,458,1200,20
427,459,270,4.5
427,460,210,3.5
427,461,300,5
427,462,240,4
427,463,540,9
427,464,540,9
427,465,1140,19
427,466,570,9.5
427,467,690,11.5
427,468,840,14
427,469,270,4.5
427,470,1050,17.5
427,471,870,14.5
427,472,960,16
427,473,720,12
427,474,390,6.5
427,475,450,7.5
427,476,450,7.5
427,477,570,9.5
427,478,510,8.5
427,479,210,3.5
427,480,1440,24
427,481,1350,22.5
427,482,1350,22.5
427,483,1020,17
427,484,1350,22.5
427,485,540,9
427,486,180,3
427,487,780,13
427,488,780,13
427,489,960,16
427,490,600,10
427,491,630,10.5
427,492,390,6.5
427,493,510,8.5
427,494,120,2
427,495,600,10
427,496,1050,17.5
427,497,510,8.5
427,498,840,14
427,499,180,3
427,500,1110,18.5
427,501,1170,19.5
427,502,1080,18
427,503,1410,23.5
427,504,570,9.5
427,505,1200,20
427,506,240,4
427,507,690,11.5
427,508,1020,17
427,509,1020,17
427,510,780,13
427,511,720,12
428,428,390,6.5
428,429,600,10
428,430,600,10
428,431,840,14
428,432,570,9.5
428,433,630,10.5
428,434,840,14
428,435,720,12
428,436,1020,17
428,437,1680,28
428,438,540,9
428,439,660,11
428,440,600,10
428,441,450,7.5
428,442,1470,24.5
428,443,690,11.5
428,444,630,10.5
428,445,990,16.5
428,446,810,13.5
428,447,720,12
428,448,780,13
428,449,1380,23
428,450,900,15
428,451,600,10
428,452,630,10.5
428,453,870,14.5
428,454,810,13.5
428,455,1230,20.5
428,456,1050,17.5
428,457,1230,20.5
428,458,930,15.5
428,459,990,16.5
428,460,930,15.5
428,461,960,16
428,462,870,14.5
428,463,1260,21
428,464,150,2.5
428,465,930,15.5
428,466,390,6.5
428,467,660,11
428,468,990,16.5
428,469,870,14.5
428,470,1230,20.5
428,471,1020,17
428,472,720,12
428,473,570,9.5
428,474,1110,18.5
428,475,1110,18.5
428,476,1110,18.5
428,477,1290,21.5
428,478,1230,20.5
428,479,930,15.5
428,480,1080,18
428,481,1020,17
428,482,1020,17
428,483,870,14.5
428,484,1020,17
428,485,1260,21
428,486,720,12
428,487,630,10.5
428,488,630,10.5
428,489,810,13.5
428,490,450,7.5
428,491,540,9
428,492,1110,18.5
428,493,630,10.5
428,494,780,13
428,495,360,6
428,496,1770,29.5
428,497,780,13
428,498,840,14
428,499,630,10.5
428,500,1800,30
428,501,930,15.5
428,502,840,14
428,503,1020,17
428,504,360,6
428,505,600,10
428,506,450,7.5
428,507,630,10.5
428,508,1740,29
428,509,1740,29
428,510,270,4.5
428,511,660,11
429,429,240,4
429,430,240,4
429,431,570,9.5
429,432,240,4
429,433,270,4.5
429,434,570,9.5
429,435,390,6.5
429,436,840,14
429,437,1650,27.5
429,438,420,7
429,439,270,4.5
429,440,240,4
429,441,180,3
429,442,1290,21.5
429,443,540,9
429,444,300,5
429,445,780,13
429,446,570,9.5
429,447,570,9.5
429,448,480,8
429,449,1410,23.5
429,450,930,15.5
429,451,300,5
429,452,390,6.5
429,453,690,11.5
429,454,690,11.5
429,455,1080,18
429,456,840,14
429,457,1050,17.5
429,458,660,11
429,459,810,13.5
429,460,780,13
429,461,870,14.5
429,462,630,10.5
429,463,1080,18
429,464,330,5.5
429,465,630,10.5
429,466,0,0
429,467,270,4.5
429,468,1200,20
429,469,630,10.5
429,470,1410,23.5
429,471,1230,20.5
429,472,450,7.5
429,473,210,3.5
429,474,900,15
429,475,1050,17.5
429,476,1050,17.5
429,477,1110,18.5
429,478,1050,17.5
429,479,750,12.5
429,480,870,14.5
429,481,780,13
429,482,810,13.5
429,483,540,9
429,484,810,13.5
429,485,1080,18
429,486,480,8
429,487,270,4.5
429,488,270,4.5
429,489,480,8
429,490,60,1
429,491,150,2.5
429,492,960,16
429,493,270,4.5
429,494,600,10
429,495,0,0
429,496,1620,27
429,497,420,7
429,498,450,7.5
429,499,600,10
429,500,1680,28
429,501,630,10.5
429,502,540,9
429,503,840,14
429,504,0,0
429,505,660,11
429,506,450,7.5
429,507,240,4
429,508,1560,26
429,509,1590,26.5
429,510,240,4
429,511,300,5
430,430,0,0
430,431,360,6
430,432,90,1.5
430,433,0,0
430,434,360,6
430,435,150,2.5
430,436,900,15
430,437,1770,29.5
430,438,600,10
430,439,150,2.5
430,440,300,5
430,441,330,5.5
430,442,1320,22
430,443,660,11
430,444,120,2
430,445,840,14
430,446,660,11
430,447,720,12
430,448,510,8.5
430,449,1560,26
430,450,1140,19
430,451,360,6
430,452,480,8
430,453,780,13
430,454,810,13.5
430,455,1170,19.5
430,456,900,15
430,457,1110,18.5
430,458,480,8
430,459,900,15
430,460,870,14.5
430,461,1020,17
430,462,660,11
430,463,1140,19
430,464,600,10
430,465,450,7.5
430,466,240,4
430,467,30,0.5
430,468,1410,23.5
430,469,660,11
430,470,1650,27.5
430,471,1470,24.5
430,472,270,4.5
430,473,30,0.5
430,474,960,16
430,475,1170,19.5
430,476,1170,19.5
430,477,1200,20
430,478,1110,18.5
430,479,840,14
430,480,720,12
430,481,630,10.5
430,482,630,10.5
430,483,300,5
430,484,630,10.5
430,485,1140,19
430,486,540,9
430,487,90,1.5
430,488,90,1.5
430,489,240,4
430,490,180,3
430,491,90,1.5
430,492,1020,17
430,493,210,3.5
430,494,690,11.5
430,495,240,4
430,496,1680,28
430,497,330,5.5
430,498,210,3.5
430,499,780,13
430,500,1740,29
430,501,450,7.5
430,502,360,6
430,503,720,12
430,504,240,4
430,505,690,11.5
430,506,660,11
430,507,0,0
430,508,1620,27
430,509,1680,28
430,510,420,7
430,511,60,1
431,431,360,6
431,432,90,1.5
431,433,0,0
431,434,360,6
431,435,150,2.5
431,436,900,15
431,437,1770,29.5
431,438,600,10
431,439,150,2.5
431,440,300,5
431,441,330,5.5
431,442,1320,22
431,443,660,11
431,444,120,2
431,445,840,14
431,446,660,11
431,447,720,12
431,448,510,8.5
431,449,1560,26
431,450,1140,19
431,451,360,6
431,452,480,8
431,453,780,13
431,454,810,13.5
431,455,1170,19.5
431,456,900,15
431,457,1110,18.5
431,458,480,8
431,459,900,15
431,460,870,14.5
431,461,1020,17
431,462,660,11
431,463,1140,19
431,464,600,10
431,465,450,7.5
431,466,210,3.5
431,467,30,0.5
431,468,1410,23.5
431,469,660,11
431,470,1650,27.5
431,471,1470,24.5
431,472,270,4.5
431,473,30,0.5
431,474,960,16
431,475,1170,19.5
431,476,1170,19.5
431,477,1200,20
431,478,1110,18.5
431,479,840,14
431,480,720,12
431,481,630,10.5
431,482,630,10.5
431,483,330,5.5
431,484,630,10.5
431,485,1140,19
431,486,540,9
431,487,90,1.5
431,488,90,1.5
431,489,240,4
431,490,180,3
431,491,90,1.5
431,492,1020,17
431,493,210,3.5
431,494,690,11.5
431,495,240,4
431,496,1680,28
431,497,330,5.5
431,498,210,3.5
431,499,780,13
431,500,1740,29
431,501,450,7.5
431,502,360,6
431,503,720,12
431,504,240,4
431,505,690,11.5
431,506,660,11
431,507,0,0
431,508,1620,27
431,509,1680,28
431,510,420,7
431,511,60,1
432,432,300,5
432,433,360,6
432,434,30,0.5
432,435,210,3.5
432,436,1260,21
432,437,2160,36
432,438,990,16.5
432,439,510,8.5
432,440,660,11
432,441,720,12
432,442,1650,27.5
432,443,1050,17.5
432,444,240,4
432,445,1200,20
432,446,1050,17.5
432,447,1110,18.5
432,448,870,14.5
432,449,1950,32.5
432,450,1500,25
432,451,750,12.5
432,452,840,14
432,453,1170,19.5
432,454,1200,20
432,455,1530,25.5
432,456,1290,21.5
432,457,1470,24.5
432,458,90,1.5
432,459,1260,21
432,460,1260,21
432,461,1380,23
432,462,1020,17
432,463,1500,25
432,464,870,14.5
432,465,60,1
432,466,540,9
432,467,360,6
432,468,1770,29.5
432,469,1020,17
432,470,1980,33
432,471,1800,30
432,472,90,1.5
432,473,360,6
432,474,1320,22
432,475,1560,26
432,476,1560,26
432,477,1560,26
432,478,1500,25
432,479,1200,20
432,480,330,5.5
432,481,240,4
432,482,240,4
432,483,90,1.5
432,484,240,4
432,485,1500,25
432,486,930,15.5
432,487,270,4.5
432,488,270,4.5
432,489,150,2.5
432,490,510,8.5
432,491,450,7.5
432,492,1410,23.5
432,493,570,9.5
432,494,1050,17.5
432,495,540,9
432,496,2040,34
432,497,660,11
432,498,300,5
432,499,1170,19.5
432,500,2100,35
432,501,60,1
432,502,0,0
432,503,360,6
432,504,570,9.5
432,505,570,9.5
432,506,1020,17
432,507,360,6
432,508,1980,33
432,509,2040,34
432,510,570,9.5
432,511,360,6
433,433,90,1.5
433,434,300,5
433,435,120,2
433,436,990,16.5
433,437,1860,31
433,438,660,11
433,439,240,4
433,440,360,6
433,441,390,6.5
433,442,1410,23.5
433,443,750,12.5
433,444,60,1
433,445,930,15.5
433,446,750,12.5
433,447,780,13
433,448,600,10
433,449,1620,27
433,450,1170,19.5
433,451,450,7.5
433,452,540,9
433,453,870,14.5
433,454,870,14.5
433,455,1260,21
433,456,990,16.5
433,457,1200,20
433,458,420,7
433,459,990,16.5
433,460,960,16
433,461,1080,18
433,462,750,12.5
433,463,1230,20.5
433,464,600,10
433,465,390,6.5
433,466,240,4
433,467,120,2
433,468,1440,24
433,469,750,12.5
433,470,1680,28
433,471,1470,24.5
433,472,180,3
433,473,60,1
433,474,1050,17.5
433,475,1260,21
433,476,1260,21
433,477,1290,21.5
433,478,1200,20
433,479,930,15.5
433,480,630,10.5
433,481,570,9.5
433,482,570,9.5
433,483,270,4.5
433,484,570,9.5
433,485,1230,20.5
433,486,630,10.5
433,487,30,0.5
433,488,30,0.5
433,489,240,4
433,490,180,3
433,491,150,2.5
433,492,1110,18.5
433,493,300,5
433,494,750,12.5
433,495,240,4
433,496,1770,29.5
433,497,420,7
433,498,240,4
433,499,840,14
433,500,1830,30.5
433,501,390,6.5
433,502,300,5
433,503,630,10.5
433,504,270,4.5
433,505,600,10
433,506,690,11.5
433,507,120,2
433,508,1710,28.5
433,509,1770,29.5
433,510,330,5.5
433,511,120,2
434,434,330,5.5
434,435,120,2
434,436,900,15
434,437,1800,30
434,438,630,10.5
434,439,150,2.5
434,440,300,5
434,441,360,6
434,442,1320,22
434,443,690,11.5
434,444,90,1.5
434,445,870,14.5
434,446,690,11.5
434,447,750,12.5
434,448,540,9
434,449,1590,26.5
434,450,1140,19
434,451,390,6.5
434,452,480,8
434,453,810,13.5
434,454,840,14
434,455,1170,19.5
434,456,930,15.5
434,457,1110,18.5
434,458,450,7.5
434,459,900,15
434,460,900,15
434,461,1020,17
434,462,660,11
434,463,1140,19
434,464,630,10.5
434,465,420,7
434,466,240,4
434,467,30,0.5
434,468,1440,24
434,469,660,11
434,470,1680,28
434,471,1470,24.5
434,472,240,4
434,473,30,0.5
434,474,990,16.5
434,475,1200,20
434,476,1200,20
434,477,1200,20
434,478,1140,19
434,479,840,14
434,480,690,11.5
434,481,600,10
434,482,600,10
434,483,300,5
434,484,600,10
434,485,1140,19
434,486,570,9.5
434,487,60,1
434,488,60,1
434,489,210,3.5
434,490,210,3.5
434,491,120,2
434,492,1050,17.5
434,493,240,4
434,494,690,11.5
434,495,270,4.5
434,496,1710,28.5
434,497,330,5.5
434,498,180,3
434,499,810,13.5
434,500,1740,29
434,501,420,7
434,502,330,5.5
434,503,690,11.5
434,504,270,4.5
434,505,690,11.5
434,506,690,11.5
434,507,0,0
434,508,1620,27
434,509,1680,28
434,510,420,7
434,511,30,0.5
435,435,210,3.5
435,436,1260,21
435,437,2160,36
435,438,990,16.5
435,439,510,8.5
435,440,660,11
435,441,720,12
435,442,1650,27.5
435,443,1050,17.5
435,444,240,4
435,445,1200,20
435,446,1020,17
435,447,1080,18
435,448,870,14.5
435,449,1950,32.5
435,450,1500,25
435,451,750,12.5
435,452,840,14
435,453,1140,19
435,454,1200,20
435,455,1530,25.5
435,456,1260,21
435,457,1470,24.5
435,458,90,1.5
435,459,1260,21
435,460,1230,20.5
435,461,1380,23
435,462,1020,17
435,463,1470,24.5
435,464,900,15
435,465,60,1
435,466,540,9
435,467,360,6
435,468,1770,29.5
435,469,1020,17
435,470,1980,33
435,471,1800,30
435,472,120,2
435,473,360,6
435,474,1320,22
435,475,1560,26
435,476,1560,26
435,477,1560,26
435,478,1470,24.5
435,479,1200,20
435,480,360,6
435,481,270,4.5
435,482,270,4.5
435,483,60,1
435,484,270,4.5
435,485,1470,24.5
435,486,930,15.5
435,487,270,4.5
435,488,270,4.5
435,489,150,2.5
435,490,510,8.5
435,491,450,7.5
435,492,1380,23
435,493,570,9.5
435,494,1050,17.5
435,495,540,9
435,496,2040,34
435,497,630,10.5
435,498,270,4.5
435,499,1170,19.5
435,500,2100,35
435,501,60,1
435,502,30,0.5
435,503,390,6.5
435,504,570,9.5
435,505,600,10
435,506,1020,17
435,507,360,6
435,508,1950,32.5
435,509,2010,33.5
435,510,600,10
435,511,330,5.5
436,436,1020,17
436,437,1920,32
436,438,780,13
436,439,270,4.5
436,440,450,7.5
436,441,510,8.5
436,442,1440,24
436,443,810,13.5
436,444,60,1
436,445,990,16.5
436,446,810,13.5
436,447,870,14.5
436,448,660,11
436,449,1710,28.5
436,450,1290,21.5
436,451,510,8.5
436,452,630,10.5
436,453,930,15.5
436,454,960,16
436,455,1320,22
436,456,1050,17.5
436,457,1230,20.5
436,458,330,5.5
436,459,1020,17
436,460,1020,17
436,461,1170,19.5
436,462,780,13
436,463,1260,21
436,464,720,12
436,465,270,4.5
436,466,360,6
436,467,150,2.5
436,468,1560,26
436,469,780,13
436,470,1800,30
436,471,1620,27
436,472,120,2
436,473,150,2.5
436,474,1110,18.5
436,475,1320,22
436,476,1320,22
436,477,1320,22
436,478,1260,21
436,479,960,16
436,480,570,9.5
436,481,480,8
436,482,480,8
436,483,150,2.5
436,484,480,8
436,485,1260,21
436,486,690,11.5
436,487,90,1.5
436,488,90,1.5
436,489,90,1.5
436,490,300,5
436,491,240,4
436,492,1170,19.5
436,493,360,6
436,494,840,14
436,495,360,6
436,496,1830,30.5
436,497,420,7
436,498,120,2
436,499,960,16
436,500,1860,31
436,501,300,5
436,502,210,3.5
436,503,600,10
436,504,390,6.5
436,505,660,11
436,506,810,13.5
436,507,150,2.5
436,508,1740,29
436,509,1800,30
436,510,480,8
436,511,120,2
437,437,900,15
437,438,480,8
437,439,750,12.5
437,440,600,10
437,441,630,10.5
437,442,450,7.5
437,443,330,5.5
437,444,1020,17
437,445,30,0.5
437,446,240,4
437,447,300,5
437,448,360,6
437,449,780,13
437,450,570,9.5
437,451,540,9
437,452,450,7.5
437,453,150,2.5
437,454,240,4
437,455,270,4.5
437,456,30,0.5
437,457,210,3.5
437,458,1380,23
437,459,30,0.5
437,460,120,2
437,461,270,4.5
437,462,240,4
437,463,240,4
437,464,840,14
437,465,1320,22
437,466,840,14
437,467,870,14.5
437,468,990,16.5
437,469,240,4
437,470,1170,19.5
437,471,1020,17
437,472,1170,19.5
437,473,930,15.5
437,474,90,1.5
437,475,360,6
437,476,360,6
437,477,270,4.5
437,478,210,3.5
437,479,60,1
437,480,1620,27
437,481,1530,25.5
437,482,1530,25.5
437,483,1200,20
437,484,1530,25.5
437,485,240,4
437,486,330,5.5
437,487,990,16.5
437,488,990,16.5
437,489,1110,18.5
437,490,840,14
437,491,840,14
437,492,120,2
437,493,660,11
437,494,240,4
437,495,840,14
437,496,780,13
437,497,600,10
437,498,990,16.5
437,499,450,7.5
437,500,840,14
437,501,1320,22
437,502,1260,21
437,503,1620,27
437,504,840,14
437,505,1500,25
437,506,570,9.5
437,507,900,15
437,508,720,12
437,509,750,12.5
437,510,1080,18
437,511,900,15
438,438,1200,20
438,439,1650,27.5
438,440,1470,24.5
438,441,1470,24.5
438,442,720,12
438,443,1110,18.5
438,444,1920,32
438,445,960,16
438,446,1110,18.5
438,447,1050,17.5
438,448,1290,21.5
438,449,360,6
438,450,780,13
438,451,1410,23.5
438,452,1290,21.5
438,453,990,16.5
438,454,960,16
438,455,630,10.5
438,456,900,15
438,457,780,13
438,458,2280,38
438,459,900,15
438,460,900,15
438,461,750,12.5
438,462,1140,19
438,463,750,12.5
438,464,1500,25
438,465,2220,37
438,466,1650,27.5
438,467,1770,29.5
438,468,960,16
438,469,1140,19
438,470,960,16
438,471,990,16.5
438,472,2040,34
438,473,1800,30
438,474,870,14.5
438,475,600,10
438,476,600,10
438,477,630,10.5
438,478,720,12
438,479,960,16
438,480,2520,42
438,481,2430,40.5
438,482,2430,40.5
438,483,2100,35
438,484,2430,40.5
438,485,780,13
438,486,1230,20.5
438,487,1860,31
438,488,1860,31
438,489,2010,33.5
438,490,1680,28
438,491,1710,28.5
438,492,780,13
438,493,1560,26
438,494,1080,18
438,495,1680,28
438,496,450,7.5
438,497,1530,25.5
438,498,1890,31.5
438,499,1050,17.5
438,500,420,7
438,501,2220,37
438,502,2160,36
438,503,2490,41.5
438,504,1650,27.5
438,505,2280,38
438,506,1230,20.5
438,507,1770,29.5
438,508,540,9
438,509,420,7
438,510,1830,30.5
438,511,1800,30
439,439,510,8.5
439,440,330,5.5
439,441,270,4.5
439,442,930,15.5
439,443,150,2.5
439,444,720,12
439,445,480,8
439,446,270,4.5
439,447,180,3
439,448,360,6
439,449,960,16
439,450,510,8.5
439,451,270,4.5
439,452,210,3.5
439,453,330,5.5
439,454,270,4.5
439,455,690,11.5
439,456,510,8.5
439,457,720,12
439,458,1110,18.5
439,459,450,7.5
439,460,390,6.5
439,461,450,7.5
439,462,360,6
439,463,720,12
439,464,360,6
439,465,1050,17.5
439,466,450,7.5
439,467,630,10.5
439,468,810,13.5
439,469,390,6.5
439,470,1050,17.5
439,471,870,14.5
439,472,870,14.5
439,473,600,10
439,474,570,9.5
439,475,600,10
439,476,600,10
439,477,750,12.5
439,478,690,11.5
439,479,390,6.5
439,480,1320,22
439,481,1230,20.5
439,482,1230,20.5
439,483,930,15.5
439,484,1230,20.5
439,485,720,12
439,486,270,4.5
439,487,690,11.5
439,488,690,11.5
439,489,870,14.5
439,490,480,8
439,491,510,8.5
439,492,570,9.5
439,493,450,7.5
439,494,270,4.5
439,495,450,7.5
439,496,1230,20.5
439,497,510,8.5
439,498,780,13
439,499,150,2.5
439,500,1260,21
439,501,1080,18
439,502,960,16
439,503,1290,21.5
439,504,420,7
439,505,1050,17.5
439,506,90,1.5
439,507,630,10.5
439,508,1200,20
439,509,1200,20
439,510,630,10.5
439,511,660,11
440,440,150,2.5
440,441,270,4.5
440,442,1140,19
440,443,540,9
440,444,270,4.5
440,445,690,11.5
440,446,510,8.5
440,447,600,10
440,448,360,6
440,449,1440,24
440,450,1020,17
440,451,240,4
440,452,330,5.5
440,453,630,10.5
440,454,690,11.5
440,455,1020,17
440,456,750,12.5
440,457,960,16
440,458,630,10.5
440,459,750,12.5
440,460,720,12
440,461,870,14.5
440,462,510,8.5
440,463,960,16
440,464,570,9.5
440,465,570,9.5
440,466,270,4.5
440,467,120,2
440,468,1350,22.5
440,469,510,8.5
440,470,1560,26
440,471,1380,23
440,472,420,7
440,473,180,3
440,474,810,13.5
440,475,1050,17.5
440,476,1050,17.5
440,477,1050,17.5
440,478,960,16
440,479,690,11.5
440,480,870,14.5
440,481,780,13
440,482,780,13
440,483,450,7.5
440,484,780,13
440,485,960,16
440,486,390,6.5
440,487,240,4
440,488,240,4
440,489,360,6
440,490,210,3.5
440,491,120,2
440,492,870,14.5
440,493,60,1
440,494,540,9
440,495,270,4.5
440,496,1530,25.5
440,497,180,3
440,498,270,4.5
440,499,690,11.5
440,500,1590,26.5
440,501,570,9.5
440,502,510,8.5
440,503,870,14.5
440,504,270,4.5
440,505,840,14
440,506,570,9.5
440,507,150,2.5
440,508,1470,24.5
440,509,1500,25
440,510,510,8.5
440,511,150,2.5
441,441,150,2.5
441,442,1020,17
441,443,360,6
441,444,420,7
441,445,540,9
441,446,360,6
441,447,420,7
441,448,240,4
441,449,1260,21
441,450,840,14
441,451,60,1
441,452,180,3
441,453,480,8
441,454,510,8.5
441,455,870,14.5
441,456,630,10.5
441,457,810,13.5
441,458,780,13
441,459,600,10
441,460,570,9.5
441,461,690,11.5
441,462,360,6
441,463,840,14
441,464,480,8
441,465,750,12.5
441,466,240,4
441,467,270,4.5
441,468,1170,19.5
441,469,360,6
441,470,1410,23.5
441,471,1200,20
441,472,570,9.5
441,473,300,5
441,474,690,11.5
441,475,870,14.5
441,476,870,14.5
441,477,900,15
441,478,840,14
441,479,540,9
441,480,1020,17
441,481,930,15.5
441,482,930,15.5
441,483,600,10
441,484,930,15.5
441,485,840,14
441,486,240,4
441,487,390,6.5
441,488,390,6.5
441,489,540,9
441,490,240,4
441,491,210,3.5
441,492,720,12
441,493,90,1.5
441,494,390,6.5
441,495,270,4.5
441,496,1410,23.5
441,497,180,3
441,498,450,7.5
441,499,510,8.5
441,500,1440,24
441,501,750,12.5
441,502,660,11
441,503,1020,17
441,504,240,4
441,505,900,15
441,506,420,7
441,507,300,5
441,508,1320,22
441,509,1380,23
441,510,510,8.5
441,511,300,5
442,442,1080,18
442,443,360,6
442,444,450,7.5
442,445,600,10
442,446,390,6.5
442,447,390,6.5
442,448,330,5.5
442,449,1230,20.5
442,450,780,13
442,451,120,2
442,452,180,3
442,453,510,8.5
442,454,480,8
442,455,900,15
442,456,660,11
442,457,870,14.5
442,458,810,13.5
442,459,630,10.5
442,460,570,9.5
442,461,690,11.5
442,462,450,7.5
442,463,900,15
442,464,330,5.5
442,465,780,13
442,466,180,3
442,467,360,6
442,468,1050,17.5
442,469,450,7.5
442,470,1290,21.5
442,471,1110,18.5
442,472,600,10
442,473,330,5.5
442,474,720,12
442,475,870,14.5
442,476,870,14.5
442,477,930,15.5
442,478,870,14.5
442,479,570,9.5
442,480,1050,17.5
442,481,960,16
442,482,960,16
442,483,660,11
442,484,960,16
442,485,900,15
442,486,300,5
442,487,420,7
442,488,420,7
442,489,600,10
442,490,210,3.5
442,491,240,4
442,492,750,12.5
442,493,210,3.5
442,494,390,6.5
442,495,180,3
442,496,1440,24
442,497,330,5.5
442,498,540,9
442,499,450,7.5
442,500,1470,24.5
442,501,780,13
442,502,690,11.5
442,503,1020,17
442,504,180,3
442,505,840,14
442,506,300,5
442,507,360,6
442,508,1380,23
442,509,1410,23.5
442,510,420,7
442,511,390,6.5
443,443,780,13
443,444,1440,24
443,445,480,8
443,446,690,11.5
443,447,750,12.5
443,448,780,13
443,449,810,13.5
443,450,840,14
